run_id,config_id,protein,split,method,seed,backend,n_energy_evaluations,elapsed_s,method_step,objective_eval,restart,best_energy,best_bitstring,cvar,ca_rmsd_angstrom,ca_rmsd_ensemble_min
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,46,2.7102210521698,,3,0,-356.1251556948355,1110101111110101111000,-354.7163374151069,5.726871155831443,4.968827182685779
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,77,3.415009021759033,,5,0,-356.1251556948355,1110101111110101111000,-347.09795934608155,5.726871155831443,4.968827182685779
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,103,4.049401044845581,,7,0,-356.1251556948355,1110101111110101111000,-349.8517627197622,5.726871155831443,4.968827182685779
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,131,4.885611057281494,,9,0,-356.1251556948355,1110101111110101111000,-352.1901430512989,5.726871155831443,4.968827182685779
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,164,5.669402122497559,,12,0,-360.31421235232926,1111010111111101111000,-352.09062300709076,4.777599504682561,4.126834915817293
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,206,6.654620170593262,,15,0,-360.31421235232926,1111010111111101111000,-351.6045742990209,4.777599504682561,4.126834915817293
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,234,7.354832172393799,,17,0,-360.31421235232926,1111010111111101111000,-352.63545583992953,4.777599504682561,4.126834915817293
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,256,7.8916332721710205,,19,0,-360.31421235232926,1111010111111101111000,-353.966369429403,4.777599504682561,4.126834915817293
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,294,8.780625104904175,,22,0,-360.31421235232926,1111010111111101111000,-352.1579955555638,4.777599504682561,4.126834915817293
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,331,9.731894969940186,,25,0,-361.48792283805324,1101010111111101111010,-351.51678672400215,4.372930545549882,3.6910044411965703
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,355,10.339197158813477,,27,0,-361.48792283805324,1101010111111101111010,-353.4057439140743,4.372930545549882,3.6910044411965703
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,389,11.219439029693604,,30,0,-361.48792283805324,1101010111111101111010,-353.06983013316113,4.372930545549882,3.6910044411965703
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,423,12.094755172729492,,33,0,-361.48792283805324,1101010111111101111010,-349.12432555526976,4.372930545549882,3.6910044411965703
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,455,12.901475191116333,,36,0,-361.48792283805324,1101010111111101111010,-351.41514555582836,4.372930545549882,3.6910044411965703
847dd09a943c4657,9b98ff7ee9ae,1UAO,development,vqe,0,direct,487,13.696507215499878,,39,0,-361.48792283805324,1101010111111101111010,-354.54178380962725,4.372930545549882,3.6910044411965703
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,45,2.6403567790985107,,3,0,-360.2466029412547,1100101011101110111011,-353.09849092113006,5.015144775433381,4.511679017344889
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,75,3.468845844268799,,5,0,-360.2466029412547,1100101011101110111011,-352.3031048249719,5.015144775433381,4.511679017344889
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,104,4.178018808364868,,7,0,-360.2466029412547,1100101011101110111011,-356.8037939291468,5.015144775433381,4.511679017344889
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,133,4.883907794952393,,9,0,-360.2466029412547,1100101011101110111011,-355.9768896154625,5.015144775433381,4.511679017344889
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,166,5.7655029296875,,12,0,-360.2466029412547,1100101011101110111011,-351.6300925566814,5.015144775433381,4.511679017344889
c9d3b27a59b6aafc,9b98ff7ee9ae,1UAO,development,vqe,1,direct,202,6.713000774383545,,15,0,-360.2466029412547,1100101011101110111011,-354.45656380546967,5.015144775433381,4.511679017344889
