run_id,config_id,protein,split,method,seed,backend,n_energy_evaluations,elapsed_s,method_step,objective_eval,restart,best_energy,best_bitstring,cvar,ca_rmsd_angstrom,ca_rmsd_ensemble_min
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,38,2.505324125289917,,5,0,-356.1251556948355,1110101111110101111000,-350.67298018792496,5.726871155831443,4.968827182685779
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,70,3.2101330757141113,,9,0,-356.1251556948355,1110101111110101111000,-340.33702293499493,5.726871155831443,4.968827182685779
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,97,3.909736156463623,,13,0,-357.9898825962275,0101000000001001111001,-350.90842009252776,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,134,4.817001104354858,,18,0,-357.9898825962275,0101000000001001111001,-339.0852519569631,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,160,5.504723072052002,,22,0,-357.9898825962275,0101000000001001111001,-347.12047348700736,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,198,6.411673307418823,,27,0,-357.9898825962275,0101000000001001111001,-338.9203040773204,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,226,7.108061075210571,,31,0,-357.9898825962275,0101000000001001111001,-350.0970534794044,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,263,8.07152795791626,,37,0,-357.9898825962275,0101000000001001111001,-344.37062697445174,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,292,8.788645029067993,,41,0,-357.9898825962275,0101000000001001111001,-341.4440391718226,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,322,9.574113130569458,,46,0,-357.9898825962275,0101000000001001111001,-340.77485815884916,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,355,10.452208042144775,,51,0,-357.9898825962275,0101000000001001111001,-338.64158552528426,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,387,11.305039167404175,,56,0,-357.9898825962275,0101000000001001111001,-346.4562480102592,4.262602754248189,3.4162116787588754
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,419,12.192709922790527,,61,0,-359.74729043653036,1101000000110010111100,-348.95773927581826,4.855512123926942,4.351646778180575
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,448,12.89000916481018,,65,0,-359.74729043653036,1101000000110010111100,-341.8071326365565,4.855512123926942,4.351646778180575
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,485,13.79468297958374,,70,0,-359.74729043653036,1101000000110010111100,-342.2234924706105,4.855512123926942,4.351646778180575
d74174e92e5ad1ea,57e6761f45bc,1UAO,development,vqe,0,direct,487,13.879264116287231,,71,0,-359.74729043653036,1101000000110010111100,-342.2234924706105,4.855512123926942,4.351646778180575
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,35,2.9366469383239746,,5,0,-359.3680842840491,0100101011111101111100,-350.3443535381418,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,67,3.8121249675750732,,10,0,-359.4369077623101,0100101011111101110100,-352.1519033496545,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,98,4.6078479290008545,,15,0,-359.4369077623101,0100101011111101110100,-351.9729353816673,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,133,5.610642910003662,,21,0,-359.4369077623101,0100101011111101110100,-352.1086023506484,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,160,6.3886659145355225,,26,0,-359.4369077623101,0100101011111101110100,-354.4943317865885,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,194,7.270031929016113,,33,0,-359.4369077623101,0100101011111101110100,-353.907793600929,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,224,8.060401916503906,,39,0,-359.4369077623101,0100101011111101110100,-354.2556921933993,5.491623117856315,4.843722773888398
c49d8cf0a93fd33e,57e6761f45bc,1UAO,development,vqe,1,direct,260,9.174778938293457,,46,0,-359.4385509126365,1101010111110001111011,-352.78996919413987,5.989485659457334,5.343056399452833
